"Codigo";"Latitude";"Longitude";"Area";"Nome";"Horario_Brasilia";"Horario_Rondonia";"Horario_Acre";"Nivel_Atual";"Var_Nivel_24";"Var_Nivel_7d";"Var_Nivel_14d";"Var_Nivel_21d";"Acum_Chuva_24";"Acum_Chuva_96";"Rio";"Passado";"C_Max";"Ano_Max";"Mediana";"Minima_Dia";"Maxima_Dia";"Percentil";"SPI";"Atencao";"Alerta";"Inunda";"Status"
74800000;-27,853;-55,026;95200;"Porto Lucena";2025-10-29 20:30:00;2025-10-29 19:30:00;2025-10-29 18:30:00;247;63;14;;-12;0;53;"URUGUAI";150;;"2014";177;39;606;"60%-70%";;800;900;1000;"Normal"
75230000;-28,355;-54,268;5440;"Santo Ângelo";2025-10-29 20:45:00;2025-10-29 19:45:00;2025-10-29 18:45:00;192;26;19;;-52;0;35,4;"IJUÍ";170;;"1992";163;72;507;"60%-70%";;;;;
75550000;-28,182;-55,643;116000;"Garruchos";2025-10-29 20:30:00;2025-10-29 19:30:00;2025-10-29 18:30:00;349;66;-113;;-141;0;0;"URUGUAI";257;;"1983";285;-4;1168;"60%-70%";;1300;1400;1500;"Normal"
75780000;-28,624;-56,037;125000;"Passo São Borja";2025-10-29 20:45:00;2025-10-29 19:45:00;2025-10-29 18:45:00;424;24;-192;;-165;0;18,4;"URUGUAI";366;;"2014";409;62;1122;"60%-70%";;;;;
75900000;-29,118;-56,554;131000;"Itaqui";2025-10-29 20:15:00;2025-10-29 19:15:00;2025-10-29 18:15:00;374;-7;-253;;-237;4,8;13,8;"URUGUAI";394;;"1983";404;47;1087;"40%-50%";;630;730;830;"Normal"
76251000;-30,97;-54,693;462;"Dom Pedrito";2025-10-29 20:30:00;2025-10-29 19:30:00;2025-10-29 18:30:00;427;0;-9;;-175;3,6;6,2;"SANTA MARIA";979;;"2002";567;387;1048;"0%-10%";;;;;
76300000;-30,281;-54,903;6010;"Ponte Ibicuí da Armada";2025-10-29 20:45:00;2025-10-29 19:45:00;2025-10-29 18:45:00;17;1;0;;-105;0;0;"IBICUÍ DA ARMADA";295;;"1997";125,5;8;466;"0%-10%";;600;650;700;"Normal"
76310000;-30,243;-54,917;12100;"Rosário do Sul";2025-10-29 20:30:00;2025-10-29 19:30:00;2025-10-29 18:30:00;-28;3;-21;;-177;0;5,4;"SANTA MARIA";291;;"1992";187;-31;520;"0%-10%";;450;550;650;"Normal"
76560000;-29,596;-55,481;29400;"Manoel Viana";2025-10-24 07:00:00;2025-10-24 06:00:00;2025-10-24 05:00:00;302;-18;-104;-348;-307;0;0;"IBICUÍ";472;;"2024";380,5;165;1040;"20%-30%";;760;860;960;"Normal"
76742000;-29,951;-55,6;1160;"Passo do Osório";2025-10-29 20:45:00;2025-10-29 19:45:00;2025-10-29 18:45:00;141;-11;13;;-183;0,4;9,2;"ARROIO CAVERÁ";276;;"2019";185;53;545;"30%-40%";;;;;
76750000;-29,768;-55,788;5867;"Alegrete";2025-10-29 20:15:00;2025-10-29 19:15:00;2025-10-29 18:15:00;193;-21;29;;-200;0;8;"IBIRAPUITÃ";410;;"2019";230,5;103;1145;"30%-40%";;750;850;970;"Normal"
76800000;-29,309;-56,055;42500;"Passo Mariano Pinto";2025-10-24 07:00:00;2025-10-24 06:00:00;2025-10-24 05:00:00;226;-10;-100;-309;-340;0;0;"IBICUÍ";386;;"1992";311;49;862;"20%-30%";;700;750;800;"Normal"
77150000;-29,749;-57,089;190000;"Uruguaiana";2025-10-29 20:30:00;2025-10-29 19:30:00;2025-10-29 18:30:00;439;-7;-241;;-237;0;6,2;"URUGUAI";;;"1983";439;170;1137;"40%-50%";;650;750;850;"Normal"
77500000;-30,384;-56,466;4570;"Quaraí";2025-10-29 20:00:00;2025-10-29 19:00:00;2025-10-29 18:00:00;121;-18;53;;-50;0;4,6;"QUARAÍ";205;;"2001";118;31;909;"50%-60%";;600;750;950;"Normal"
86472000;-29,098;-51,7;13000;"Linha José Julio";2025-10-29 21:30:00;2025-10-29 20:30:00;2025-10-29 19:30:00;419;44;-35;;-181;15,4;36,4;"TAQUARI";354;;"2023";373;254;625;"62%-75%";;;;;
86472600;-29,178;-51,732;;"Santa Tereza";2025-10-29 20:45:00;2025-10-29 19:45:00;2025-10-29 18:45:00;215;57;-73;;-285;0;0;"TAQUARI";;;;;;;;;;;;
86510000;-29,167;-51,869;16000;"Muçum";2025-10-29 21:15:00;2025-10-29 20:15:00;2025-10-29 19:15:00;218;64;63;;-262;13,8;56,2;"TAQUARI";201;;"2023";210;87;872;"60%-70%";;;;;
86720000;-29,234;-51,855;19100;"Encantado";2025-10-29 21:15:00;2025-10-29 20:15:00;2025-10-29 19:15:00;96;58;68;29;-178;8,2;31,2;"TAQUARI";87;;"2023";218;78;787;"0%-10%";;;;;
86879300;-29,473;-51,962;22472;"Estrela";2025-10-29 21:15:00;2025-10-29 20:15:00;2025-10-29 19:15:00;1286;-8;13;6;-58;15,6;35,8;"TAQUARI";1289;;"2024";1287;1281;1297;"33%-67%";;;;;
87160000;-29,336;-51,189;2030;"Nova Palmira";2025-10-29 21:15:00;2025-10-29 20:15:00;2025-10-29 19:15:00;203;63;69;;16;26;38,4;"CAÍ";148;;"2024";88;16;320;"90%-100%";;;;;
87170000;-29,59;-51,383;3030;"Barca Do Caí";2025-10-29 21:15:00;2025-10-29 20:15:00;2025-10-29 19:15:00;467;246;229;;-31;24,4;61,4;"CAÍ";223;;"2024";243;146;1085;"80%-90%";;500;700;1050;"Normal"
87270000;-29,701;-51,441;4360;"Passo Montenegro";2025-10-29 21:15:00;2025-10-29 20:15:00;2025-10-29 19:15:00;237;115;122;;-79;0;0;"CAÍ";118;;"2024";135,5;62;747;"80%-90%";;;;;
